1624801588991	GET 	 body: {}	/	 query: {} 	304 	[4ms]
1624817324275	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$Mw4OhnVgJPX5aePesp4k0uSs.dKbCStOGcmcEHiJLi4mDxMjG9QY2"}	/users	 query: {} 	400 	[18ms]
1624817324321	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$qV4gpNhq5UQtY65Kxx/sHORb1KYDadQGp4Tu4VlYxmnaULE7kyaQS"}	/users	 query: {} 	400 	[7ms]
1624817324332	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$llO68sZfGELTTBiaqY/S.eo9bJ5ICPiPIeygG1JJJpelmhlSB5YD."}	/users	 query: {} 	400 	[6ms]
1624817324340	PUT 	 body: {"name":"Autotest updated TEST_USER","login":"test_user","password":"$2b$05$i.MWTrsITFUot98U83fgUuL2elaHJ2bR9zFHzDm/1N/P80A1sKz6O","id":"undefined"}	/users/undefined	 query: {} 	400 	[7ms]
1624817324350	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$pYq0kA13E7aLj2pfhdhM/.ih5GQ11eSmUyvQKFoWDuhvUTmeLZLNu"}	/users	 query: {} 	400 	[6ms]
1624817324358	DELETE 	 body: {}	/users/undefined	 query: {} 	500 	[4ms]
1624817324368	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$6QTJUOSER2sF.ohg2ujJtuG83SG3kF.k716Q9H5uEitfGBof6lmLC"}	/users	 query: {} 	400 	[6ms]
1624817324543	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"9b7a6791-fdc1-4563-b8db-283fac7a2f7d","id":"1de16783-a41f-4ec9-bd4e-58b5359a31d3"},{"title":"Sprint","order":2,"boardId":"9b7a6791-fdc1-4563-b8db-283fac7a2f7d","id":"34f58a0e-e100-4718-a19d-442a396e75a9"}],"id":"9b7a6791-fdc1-4563-b8db-283fac7a2f7d"}	/boards	 query: {} 	201 	[9ms]
1624817324557	GET 	 body: {}	/boards	 query: {} 	200 	[5ms]
1624817324589	GET 	 body: {}	/boards	 query: {} 	200 	[3ms]
1624817324595	GET 	 body: {}	/boards/9b7a6791-fdc1-4563-b8db-283fac7a2f7d	 query: {} 	200 	[3ms]
1624817324605	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"4ecbb166-cef4-4cc7-9a57-888bef424ad9","id":"29d36b7d-333b-4f38-a8d1-fcbae59df123"},{"title":"Sprint","order":2,"boardId":"4ecbb166-cef4-4cc7-9a57-888bef424ad9","id":"ab512c43-ac9c-4aaf-ae95-ae923ae8d609"}],"id":"4ecbb166-cef4-4cc7-9a57-888bef424ad9"}	/boards	 query: {} 	201 	[5ms]
1624817324613	DELETE 	 body: {}	/boards/4ecbb166-cef4-4cc7-9a57-888bef424ad9	 query: {} 	200 	[2ms]
1624817324617	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"49a2c08a-ecef-47bf-97c9-b30d5af5c480","id":"f3151296-eb25-4511-8422-970b3ad21529"},{"title":"Sprint","order":2,"boardId":"49a2c08a-ecef-47bf-97c9-b30d5af5c480","id":"03dd6652-e31d-46fa-ab7e-c7b13898aaa6"}],"id":"49a2c08a-ecef-47bf-97c9-b30d5af5c480"}	/boards	 query: {} 	201 	[4ms]
1624817324624	PUT 	 body: {"title":"Autotest updated board","columns":[{"title":"Backlog","order":1,"boardId":"49a2c08a-ecef-47bf-97c9-b30d5af5c480","id":"f3151296-eb25-4511-8422-970b3ad21529"},{"title":"Sprint","order":2,"boardId":"49a2c08a-ecef-47bf-97c9-b30d5af5c480","id":"03dd6652-e31d-46fa-ab7e-c7b13898aaa6"}],"id":"49a2c08a-ecef-47bf-97c9-b30d5af5c480"}	/boards/49a2c08a-ecef-47bf-97c9-b30d5af5c480	 query: {} 	200 	[9ms]
1624817324635	GET 	 body: {}	/boards/49a2c08a-ecef-47bf-97c9-b30d5af5c480	 query: {} 	200 	[1ms]
1624817324638	DELETE 	 body: {}	/boards/49a2c08a-ecef-47bf-97c9-b30d5af5c480	 query: {} 	200 	[2ms]
1624817324643	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"345f331b-7dca-4406-b127-25da5aa6fb55","id":"23b4250b-195a-4b83-b63d-099db7338da5"},{"title":"Sprint","order":2,"boardId":"345f331b-7dca-4406-b127-25da5aa6fb55","id":"52a5a5dc-46b2-437c-9c15-660aaad3d284"}],"id":"345f331b-7dca-4406-b127-25da5aa6fb55"}	/boards	 query: {} 	201 	[3ms]
1624817324648	DELETE 	 body: {}	/boards/345f331b-7dca-4406-b127-25da5aa6fb55	 query: {} 	200 	[2ms]
1624817324652	GET 	 body: {}	/boards/345f331b-7dca-4406-b127-25da5aa6fb55	 query: {} 	404 	[1ms]
1624817324656	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","id":"5c609dca-95c0-4d3d-94ab-c0229624351b"},{"title":"Sprint","order":2,"boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","id":"492f4b7e-825e-4804-a96f-8b3af38fdd30"}],"id":"4e131860-9387-41b4-8a60-0fdeca3532db"}	/boards	 query: {} 	201 	[3ms]
1624817324664	POST 	 body: {"title":"Task #1","order":1,"description":"Lorem ipsum","boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","userId":null,"columnId":null,"id":"a8b6e6e1-1512-45d6-a798-0e615d3dc06d"}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks	 query: {} 	201 	[6ms]
1624817324666	POST 	 body: {"title":"Task #4","order":4,"description":"Lorem ipsum","boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","userId":null,"columnId":null,"id":"113208d4-adec-4c73-bbed-f780615c1ea7"}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks	 query: {} 	201 	[132ms]
1624817324665	POST 	 body: {"title":"Task #2","order":2,"description":"Lorem ipsum","boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","userId":null,"columnId":null,"id":"9a258557-68ba-46c1-92ac-94d3f02960ef"}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks	 query: {} 	201 	[134ms]
1624817324667	POST 	 body: {"title":"Task #5","order":5,"description":"Lorem ipsum","boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","userId":null,"columnId":null,"id":"4a130fd8-4f9c-4bea-a812-1070c295392e"}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks	 query: {} 	201 	[132ms]
1624817324667	POST 	 body: {"title":"Task #3","order":3,"description":"Lorem ipsum","boardId":"4e131860-9387-41b4-8a60-0fdeca3532db","userId":null,"columnId":null,"id":"bb584dae-2930-4057-bae8-d191258c2ece"}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks	 query: {} 	201 	[133ms]
1624817324805	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/a8b6e6e1-1512-45d6-a798-0e615d3dc06d	 query: {} 	200 	[5ms]
1624817324807	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/9a258557-68ba-46c1-92ac-94d3f02960ef	 query: {} 	200 	[4ms]
1624817324807	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/bb584dae-2930-4057-bae8-d191258c2ece	 query: {} 	200 	[4ms]
1624817324808	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/113208d4-adec-4c73-bbed-f780615c1ea7	 query: {} 	200 	[4ms]
1624817324809	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/4a130fd8-4f9c-4bea-a812-1070c295392e	 query: {} 	200 	[4ms]
1624817324814	DELETE 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db	 query: {} 	200 	[2ms]
1624817324820	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/a8b6e6e1-1512-45d6-a798-0e615d3dc06d	 query: {} 	404 	[6ms]
1624817324821	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/9a258557-68ba-46c1-92ac-94d3f02960ef	 query: {} 	404 	[6ms]
1624817324822	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/bb584dae-2930-4057-bae8-d191258c2ece	 query: {} 	404 	[5ms]
1624817324822	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/113208d4-adec-4c73-bbed-f780615c1ea7	 query: {} 	404 	[6ms]
1624817324823	GET 	 body: {}	/boards/4e131860-9387-41b4-8a60-0fdeca3532db/tasks/4a130fd8-4f9c-4bea-a812-1070c295392e	 query: {} 	404 	[6ms]
1624817324830	DELETE 	 body: {}	/boards/9b7a6791-fdc1-4563-b8db-283fac7a2f7d	 query: {} 	200 	[2ms]
1624817324976	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","id":"2b783bcf-8c40-4c71-94dc-25f44397bdb2"},{"title":"Sprint","order":2,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","id":"33d43681-a15a-4bf0-a59b-dfa90c66063d"}],"id":"86540346-1ac1-4089-90d6-6b468c455856"}	/boards	 query: {} 	201 	[3ms]
1624817324982	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","columnId":null,"id":"62888fe8-de25-4895-bdac-da55b40a6db0"}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks	 query: {} 	201 	[2ms]
1624817324987	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks	 query: {} 	200 	[2ms]
1624817324995	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks	 query: {} 	200 	[5ms]
1624817325003	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/62888fe8-de25-4895-bdac-da55b40a6db0	 query: {} 	200 	[1ms]
1624817325007	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","columnId":null,"id":"dd02a5fc-36d0-4f9f-8ab1-6b56c8785139"}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks	 query: {} 	201 	[2ms]
1624817325012	DELETE 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/dd02a5fc-36d0-4f9f-8ab1-6b56c8785139	 query: {} 	200 	[2ms]
1624817325016	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","columnId":null,"id":"b6384410-21cd-4a39-a4a0-c6756feb37e6"}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks	 query: {} 	201 	[3ms]
1624817325021	PUT 	 body: {"title":"Autotest updated task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"86540346-1ac1-4089-90d6-6b468c455856","columnId":null,"id":"b6384410-21cd-4a39-a4a0-c6756feb37e6"}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/b6384410-21cd-4a39-a4a0-c6756feb37e6	 query: {} 	200 	[3ms]
1624817325026	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/b6384410-21cd-4a39-a4a0-c6756feb37e6	 query: {} 	200 	[2ms]
1624817325030	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/62888fe8-de25-4895-bdac-da55b40a6db0	 query: {} 	200 	[1ms]
1624817325033	DELETE 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/62888fe8-de25-4895-bdac-da55b40a6db0	 query: {} 	200 	[1ms]
1624817325036	GET 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856/tasks/62888fe8-de25-4895-bdac-da55b40a6db0	 query: {} 	404 	[2ms]
1624817325039	DELETE 	 body: {}	/boards/86540346-1ac1-4089-90d6-6b468c455856	 query: {} 	200 	[2ms]
1624817411579	GET 	 body: {}	/users	 query: {} 	200 	[10ms]
1624817411609	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$2hS/6WZ0vql9Fyu/CjVVX.kAewkYHwcFoXSaDEPpMYwPRsJHjB10i","id":"87ebfd56-b4bb-4ab2-a1c9-a2524fc52018"}	/users	 query: {} 	201 	[15ms]
1624817411630	GET 	 body: {}	/users/87ebfd56-b4bb-4ab2-a1c9-a2524fc52018	 query: {} 	200 	[4ms]
1624817411636	DELETE 	 body: {}	/users/87ebfd56-b4bb-4ab2-a1c9-a2524fc52018	 query: {} 	200 	[3ms]
1624817411642	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$ZrpfprmELVNtN3rbt.2p.uSUqrDw6niziXML7icJL4a.xDqDuVfNm","id":"3087cec0-95bb-433f-822c-750a4f11f6dd"}	/users	 query: {} 	201 	[6ms]
1624817411652	DELETE 	 body: {}	/users/3087cec0-95bb-433f-822c-750a4f11f6dd	 query: {} 	200 	[2ms]
1624817411657	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$lFp4tpENORHiF502v2d/BOCn/sqbkmzRGZuFraBFwasKe0mJMHVkC","id":"54c75a77-bbce-4584-ac1a-ee243c195156"}	/users	 query: {} 	201 	[5ms]
1624817411664	PUT 	 body: {"name":"Autotest updated TEST_USER","login":"test_user","password":"$2b$05$6uZWy50KEvVZhoa.9Q8Vb.EyGkASSTWeljaS7pPmqT37wHUul7dJK","id":"54c75a77-bbce-4584-ac1a-ee243c195156"}	/users/54c75a77-bbce-4584-ac1a-ee243c195156	 query: {} 	200 	[8ms]
1624817411674	GET 	 body: {}	/users/54c75a77-bbce-4584-ac1a-ee243c195156	 query: {} 	200 	[2ms]
1624817411678	DELETE 	 body: {}	/users/54c75a77-bbce-4584-ac1a-ee243c195156	 query: {} 	200 	[1ms]
1624817411681	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$ktEx7lVbwIzPOkaHCkq2e./zU3uy5JHXTZx8blnduWljvqJCHVu.6","id":"dbb21520-2ee2-4f09-adb8-055fccef56ad"}	/users	 query: {} 	201 	[5ms]
1624817411688	DELETE 	 body: {}	/users/dbb21520-2ee2-4f09-adb8-055fccef56ad	 query: {} 	200 	[1ms]
1624817411692	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$3tMc/BbNTAxfK2PelYq0.eTMPjYgKJoc342pUGTy835VfUDcD9yKW","id":"880c17dd-f8b8-4f35-a6d1-e5a5b2fac376"}	/users	 query: {} 	201 	[5ms]
1624817411699	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"d7af35d0-f48c-4e73-8472-120224e53a87","id":"c9cdd117-e02c-4b5b-ac78-33ed02df8c67"},{"title":"Sprint","order":2,"boardId":"d7af35d0-f48c-4e73-8472-120224e53a87","id":"fa652d1e-b494-4c30-b6e6-db52051412c2"}],"id":"d7af35d0-f48c-4e73-8472-120224e53a87"}	/boards	 query: {} 	201 	[6ms]
1624817411708	POST 	 body: {"title":"Task #1","order":1,"description":"Lorem ipsum","userId":"880c17dd-f8b8-4f35-a6d1-e5a5b2fac376","boardId":"d7af35d0-f48c-4e73-8472-120224e53a87","columnId":null,"id":"02464f17-c85a-42b6-9286-1bcd8d1fcef8"}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks	 query: {} 	201 	[5ms]
1624817411709	POST 	 body: {"title":"Task #2","order":2,"description":"Lorem ipsum","userId":"880c17dd-f8b8-4f35-a6d1-e5a5b2fac376","boardId":"d7af35d0-f48c-4e73-8472-120224e53a87","columnId":null,"id":"09fdbc1d-86ef-4360-9e7c-1e36f3eac3af"}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks	 query: {} 	201 	[57ms]
1624817411768	DELETE 	 body: {}	/users/880c17dd-f8b8-4f35-a6d1-e5a5b2fac376	 query: {} 	200 	[1ms]
1624817411771	GET 	 body: {}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks/02464f17-c85a-42b6-9286-1bcd8d1fcef8	 query: {} 	200 	[2ms]
1624817411775	GET 	 body: {}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks/09fdbc1d-86ef-4360-9e7c-1e36f3eac3af	 query: {} 	200 	[2ms]
1624817411779	DELETE 	 body: {}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks/02464f17-c85a-42b6-9286-1bcd8d1fcef8	 query: {} 	200 	[2ms]
1624817411780	DELETE 	 body: {}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87/tasks/09fdbc1d-86ef-4360-9e7c-1e36f3eac3af	 query: {} 	200 	[2ms]
1624817411784	DELETE 	 body: {}	/boards/d7af35d0-f48c-4e73-8472-120224e53a87	 query: {} 	200 	[2ms]
1624817411938	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"872fe50c-a10e-49a0-b575-cddb37e2256a","id":"9c1175c1-d337-4217-9454-960075663d80"},{"title":"Sprint","order":2,"boardId":"872fe50c-a10e-49a0-b575-cddb37e2256a","id":"591b62ab-1b4f-49c2-9f89-7964391cfbda"}],"id":"872fe50c-a10e-49a0-b575-cddb37e2256a"}	/boards	 query: {} 	201 	[7ms]
1624817411950	GET 	 body: {}	/boards	 query: {} 	200 	[5ms]
1624817411979	GET 	 body: {}	/boards	 query: {} 	200 	[3ms]
1624817411985	GET 	 body: {}	/boards/872fe50c-a10e-49a0-b575-cddb37e2256a	 query: {} 	200 	[2ms]
1624817411990	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"c4e19c8c-21da-4615-86ee-f5054db1b342","id":"17f0d8ff-7c1d-41d7-b33e-20f8625eb447"},{"title":"Sprint","order":2,"boardId":"c4e19c8c-21da-4615-86ee-f5054db1b342","id":"2c689f3f-f9de-4369-a396-1fe597faf8cc"}],"id":"c4e19c8c-21da-4615-86ee-f5054db1b342"}	/boards	 query: {} 	201 	[3ms]
1624817411996	DELETE 	 body: {}	/boards/c4e19c8c-21da-4615-86ee-f5054db1b342	 query: {} 	200 	[2ms]
1624817412001	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36","id":"1e7a2e44-59d2-4b08-9590-982cb6bc2593"},{"title":"Sprint","order":2,"boardId":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36","id":"acb4fdc9-5351-4c1c-b315-33e349e9d958"}],"id":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36"}	/boards	 query: {} 	201 	[6ms]
1624817412009	PUT 	 body: {"title":"Autotest updated board","columns":[{"title":"Backlog","order":1,"boardId":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36","id":"1e7a2e44-59d2-4b08-9590-982cb6bc2593"},{"title":"Sprint","order":2,"boardId":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36","id":"acb4fdc9-5351-4c1c-b315-33e349e9d958"}],"id":"316fa0c6-7432-45a3-a8ea-5beb2aba9f36"}	/boards/316fa0c6-7432-45a3-a8ea-5beb2aba9f36	 query: {} 	200 	[7ms]
1624817412018	GET 	 body: {}	/boards/316fa0c6-7432-45a3-a8ea-5beb2aba9f36	 query: {} 	200 	[2ms]
1624817412022	DELETE 	 body: {}	/boards/316fa0c6-7432-45a3-a8ea-5beb2aba9f36	 query: {} 	200 	[1ms]
1624817412026	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"780b43af-0f85-4b1d-b07f-839668534103","id":"e3bd2552-9b9d-41f0-a97f-87963d378a58"},{"title":"Sprint","order":2,"boardId":"780b43af-0f85-4b1d-b07f-839668534103","id":"58bcebbc-59a7-447d-a621-8dcb343f4c72"}],"id":"780b43af-0f85-4b1d-b07f-839668534103"}	/boards	 query: {} 	201 	[5ms]
1624817412033	DELETE 	 body: {}	/boards/780b43af-0f85-4b1d-b07f-839668534103	 query: {} 	200 	[1ms]
1624817412036	GET 	 body: {}	/boards/780b43af-0f85-4b1d-b07f-839668534103	 query: {} 	404 	[2ms]
1624817412041	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","id":"b8430b65-3cc0-4e6f-a190-c0c07a4edbe8"},{"title":"Sprint","order":2,"boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","id":"c4b57108-1d19-497e-a4f3-40609502ee8a"}],"id":"824ef850-5087-4a65-bb80-a086ef3b1260"}	/boards	 query: {} 	201 	[3ms]
1624817412049	POST 	 body: {"title":"Task #1","order":1,"description":"Lorem ipsum","boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","userId":null,"columnId":null,"id":"32b6afaf-eabe-4cbd-b7b6-a6944d108878"}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks	 query: {} 	201 	[7ms]
1624817412050	POST 	 body: {"title":"Task #2","order":2,"description":"Lorem ipsum","boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","userId":null,"columnId":null,"id":"c65c6f7b-0612-486f-bcfb-05b2539d7fea"}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks	 query: {} 	201 	[7ms]
1624817412051	POST 	 body: {"title":"Task #3","order":3,"description":"Lorem ipsum","boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","userId":null,"columnId":null,"id":"65645c4b-a0bb-438a-8ae5-6a862f750c4e"}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks	 query: {} 	201 	[95ms]
1624817412052	POST 	 body: {"title":"Task #4","order":4,"description":"Lorem ipsum","boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","userId":null,"columnId":null,"id":"de5f9b7e-7221-4a68-ab5a-f07d1258d0ca"}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks	 query: {} 	201 	[95ms]
1624817412052	POST 	 body: {"title":"Task #5","order":5,"description":"Lorem ipsum","boardId":"824ef850-5087-4a65-bb80-a086ef3b1260","userId":null,"columnId":null,"id":"8a788085-4a7b-47c6-b6a5-c8df0434e881"}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks	 query: {} 	201 	[96ms]
1624817412153	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/32b6afaf-eabe-4cbd-b7b6-a6944d108878	 query: {} 	200 	[5ms]
1624817412154	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/c65c6f7b-0612-486f-bcfb-05b2539d7fea	 query: {} 	200 	[5ms]
1624817412155	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/de5f9b7e-7221-4a68-ab5a-f07d1258d0ca	 query: {} 	200 	[4ms]
1624817412156	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/65645c4b-a0bb-438a-8ae5-6a862f750c4e	 query: {} 	200 	[4ms]
1624817412157	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/8a788085-4a7b-47c6-b6a5-c8df0434e881	 query: {} 	200 	[8ms]
1624817412167	DELETE 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260	 query: {} 	200 	[2ms]
1624817412173	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/32b6afaf-eabe-4cbd-b7b6-a6944d108878	 query: {} 	404 	[5ms]
1624817412174	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/65645c4b-a0bb-438a-8ae5-6a862f750c4e	 query: {} 	404 	[5ms]
1624817412175	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/c65c6f7b-0612-486f-bcfb-05b2539d7fea	 query: {} 	404 	[5ms]
1624817412176	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/8a788085-4a7b-47c6-b6a5-c8df0434e881	 query: {} 	404 	[4ms]
1624817412176	GET 	 body: {}	/boards/824ef850-5087-4a65-bb80-a086ef3b1260/tasks/de5f9b7e-7221-4a68-ab5a-f07d1258d0ca	 query: {} 	404 	[5ms]
1624817412183	DELETE 	 body: {}	/boards/872fe50c-a10e-49a0-b575-cddb37e2256a	 query: {} 	200 	[2ms]
1624817412325	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","id":"a5fceaf7-c1f3-4ddc-a6ca-a8f465372a59"},{"title":"Sprint","order":2,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","id":"f13bb202-1fb0-47d0-9418-d4498ec4ac4f"}],"id":"ed854f08-727f-4a29-8559-c1739ab11011"}	/boards	 query: {} 	201 	[5ms]
1624817412332	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","columnId":null,"id":"7eda35bc-5f46-4c45-9c19-e4557a306ee5"}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks	 query: {} 	201 	[3ms]
1624817412340	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks	 query: {} 	200 	[2ms]
1624817412350	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks	 query: {} 	200 	[1ms]
1624817412354	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/7eda35bc-5f46-4c45-9c19-e4557a306ee5	 query: {} 	200 	[1ms]
1624817412359	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","columnId":null,"id":"e1803e5d-30ee-4945-8d4a-4a646ef0529a"}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks	 query: {} 	201 	[2ms]
1624817412364	DELETE 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/e1803e5d-30ee-4945-8d4a-4a646ef0529a	 query: {} 	200 	[1ms]
1624817412368	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","columnId":null,"id":"cc5f8291-4bc0-4f88-9e82-42bd6ebbd82e"}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks	 query: {} 	201 	[2ms]
1624817412372	PUT 	 body: {"title":"Autotest updated task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"ed854f08-727f-4a29-8559-c1739ab11011","columnId":null,"id":"cc5f8291-4bc0-4f88-9e82-42bd6ebbd82e"}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/cc5f8291-4bc0-4f88-9e82-42bd6ebbd82e	 query: {} 	200 	[3ms]
1624817412378	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/cc5f8291-4bc0-4f88-9e82-42bd6ebbd82e	 query: {} 	200 	[1ms]
1624817412382	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/7eda35bc-5f46-4c45-9c19-e4557a306ee5	 query: {} 	200 	[1ms]
1624817412384	DELETE 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/7eda35bc-5f46-4c45-9c19-e4557a306ee5	 query: {} 	200 	[2ms]
1624817412388	GET 	 body: {}	/boards/ed854f08-727f-4a29-8559-c1739ab11011/tasks/7eda35bc-5f46-4c45-9c19-e4557a306ee5	 query: {} 	404 	[2ms]
